system:index,95550_27945,95550_27994,95600_27945,95600_27994,imageID,date_time
19900713_0,0,0,0,0,19900713,1990-07-13T00:00:00
19900714_0,0,0,0,0,19900714,1990-07-14T00:00:00
19900715_0,0,0,0,0,19900715,1990-07-15T00:00:00
19900716_0,79.2313995361,109.4517822266,79.2313995361,109.4517822266,19900716,1990-07-16T00:00:00
19900717_0,0,0,0,0,19900717,1990-07-17T00:00:00
19900718_0,0,0,0,0,19900718,1990-07-18T00:00:00
19900719_0,0,0,0,0,19900719,1990-07-19T00:00:00
19900720_0,69.3274688721,0,69.3274688721,0,19900720,1990-07-20T00:00:00
19900721_0,84.9160766602,0,84.9160766602,0,19900721,1990-07-21T00:00:00
19900722_0,0,88.6185379028,0,88.6185379028,19900722,1990-07-22T00:00:00
19900723_0,0,0,0,0,19900723,1990-07-23T00:00:00
19900724_0,0,0,0,0,19900724,1990-07-24T00:00:00
19900725_0,0,0,0,0,19900725,1990-07-25T00:00:00
19900726_0,0,0,0,0,19900726,1990-07-26T00:00:00
19900727_0,0,0,0,0,19900727,1990-07-27T00:00:00
19900728_0,63.5365715027,87.6025161743,63.5365715027,87.6025161743,19900728,1990-07-28T00:00:00
19900729_0,63.5365715027,87.6025161743,63.5365715027,87.6025161743,19900729,1990-07-29T00:00:00
19900730_0,63.5365715027,0,63.5365715027,0,19900730,1990-07-30T00:00:00
19900731_0,63.5365715027,0,63.5365715027,0,19900731,1990-07-31T00:00:00
19900801_0,92.0738525391,121.1956100464,92.0738525391,121.1956100464,19900801,1990-08-01T00:00:00
19900802_0,0,0,0,0,19900802,1990-08-02T00:00:00
19900803_0,0,0,0,0,19900803,1990-08-03T00:00:00
19900804_0,23.0184631348,24.2391242981,23.0184631348,24.2391242981,19900804,1990-08-04T00:00:00
19900805_0,23.0184631348,24.2391242981,23.0184631348,24.2391242981,19900805,1990-08-05T00:00:00
19900806_0,0,0,0,0,19900806,1990-08-06T00:00:00
19900807_0,0,0,0,0,19900807,1990-08-07T00:00:00
19900808_0,0,0,0,0,19900808,1990-08-08T00:00:00
19900809_0,0,0,0,0,19900809,1990-08-09T00:00:00
19900810_0,0,0,0,0,19900810,1990-08-10T00:00:00
19900811_0,0,0,0,0,19900811,1990-08-11T00:00:00
19900812_0,0,0,0,0,19900812,1990-08-12T00:00:00
19900813_0,0,0,0,0,19900813,1990-08-13T00:00:00
19900814_0,0,0,0,0,19900814,1990-08-14T00:00:00
19900815_0,0,0,0,0,19900815,1990-08-15T00:00:00
19900816_0,106.3739242554,113.5257492065,106.3739242554,113.5257492065,19900816,1990-08-16T00:00:00
19900817_0,0,0,0,0,19900817,1990-08-17T00:00:00
19900818_0,0,0,0,0,19900818,1990-08-18T00:00:00
19900819_0,0,0,0,0,19900819,1990-08-19T00:00:00
19900820_0,0,0,0,0,19900820,1990-08-20T00:00:00
19900821_0,0,0,0,0,19900821,1990-08-21T00:00:00
19900822_0,0,0,0,0,19900822,1990-08-22T00:00:00
19900823_0,79.2679290771,86.1437149048,79.2679290771,86.1437149048,19900823,1990-08-23T00:00:00
19900824_0,158.5358581543,172.2874298096,158.5358581543,172.2874298096,19900824,1990-08-24T00:00:00
19900825_0,0,0,0,0,19900825,1990-08-25T00:00:00
19900826_0,0,0,0,0,19900826,1990-08-26T00:00:00
19900827_0,0,0,0,0,19900827,1990-08-27T00:00:00
19900828_0,0,0,0,0,19900828,1990-08-28T00:00:00
19900829_0,0,0,0,0,19900829,1990-08-29T00:00:00
19900830_0,0,0,0,0,19900830,1990-08-30T00:00:00
19900831_0,0,0,0,0,19900831,1990-08-31T00:00:00
19900901_0,0,0,0,0,19900901,1990-09-01T00:00:00
19900902_0,33.104927063,0,33.104927063,0,19900902,1990-09-02T00:00:00
19900903_0,0,0,0,0,19900903,1990-09-03T00:00:00
19900904_0,66.209854126,83.9807891846,66.209854126,83.9807891846,19900904,1990-09-04T00:00:00
19900905_0,0,0,0,0,19900905,1990-09-05T00:00:00
19900906_0,0,0,0,0,19900906,1990-09-06T00:00:00
19900907_0,0,0,0,0,19900907,1990-09-07T00:00:00
19900908_0,55.3484191895,42.6915969849,55.3484191895,42.6915969849,19900908,1990-09-08T00:00:00
19900909_0,0,0,0,0,19900909,1990-09-09T00:00:00
19900910_0,0,0,0,0,19900910,1990-09-10T00:00:00
19900911_0,60.4503974915,72.3351516724,60.4503974915,72.3351516724,19900911,1990-09-11T00:00:00
19900912_0,30.2251987457,36.1675758362,30.2251987457,36.1675758362,19900912,1990-09-12T00:00:00
19900913_0,0,0,0,0,19900913,1990-09-13T00:00:00
19900914_0,30.2251987457,0,30.2251987457,0,19900914,1990-09-14T00:00:00
19900915_0,90.6756057739,72.3351516724,90.6756057739,72.3351516724,19900915,1990-09-15T00:00:00
19900916_0,0,115.7989730835,0,115.7989730835,19900916,1990-09-16T00:00:00
19900917_0,89.9734344482,77.1993179321,89.9734344482,77.1993179321,19900917,1990-09-17T00:00:00
19900918_0,0,0,0,0,19900918,1990-09-18T00:00:00
19900919_0,0,0,0,0,19900919,1990-09-19T00:00:00
19900920_0,0,0,0,0,19900920,1990-09-20T00:00:00
19900921_0,0,0,0,0,19900921,1990-09-21T00:00:00
19900922_0,136.9316864014,102.1433486938,136.9316864014,102.1433486938,19900922,1990-09-22T00:00:00
19900923_0,91.2877883911,102.1433486938,91.2877883911,102.1433486938,19900923,1990-09-23T00:00:00
19900924_0,45.6438941956,51.0716743469,45.6438941956,51.0716743469,19900924,1990-09-24T00:00:00
19900925_0,0,0,0,0,19900925,1990-09-25T00:00:00
19900926_0,0,0,0,0,19900926,1990-09-26T00:00:00
19900927_0,0,0,0,0,19900927,1990-09-27T00:00:00
19900928_0,0,0,0,0,19900928,1990-09-28T00:00:00
19900929_0,0,0,0,0,19900929,1990-09-29T00:00:00
19900930_0,0,0,0,0,19900930,1990-09-30T00:00:00
19901001_0,15.3661575317,16.0210170746,15.3661575317,16.0210170746,19901001,1990-10-01T00:00:00
19901002_0,8.6875047684,9.0577411652,8.6875047684,9.0577411652,19901002,1990-10-02T00:00:00
19901003_0,0,0,0,0,19901003,1990-10-03T00:00:00
19901004_0,4.5751395226,4.7701187134,4.5751395226,4.7701187134,19901004,1990-10-04T00:00:00
19901005_0,0,0,0,0,19901005,1990-10-05T00:00:00
19901006_0,0,0,0,0,19901006,1990-10-06T00:00:00
19901007_0,0,0,0,0,19901007,1990-10-07T00:00:00
19901008_0,28.4799423218,29.226732254,28.4799423218,29.226732254,19901008,1990-10-08T00:00:00
19901009_0,9.3301858902,9.5748386383,9.3301858902,9.5748386383,19901009,1990-10-09T00:00:00
19901010_0,3.9256994724,4.028637886,3.9256994724,4.028637886,19901010,1990-10-10T00:00:00
19901011_0,3.6739783287,3.7572376728,3.6739783287,3.7572376728,19901011,1990-10-11T00:00:00
19901012_0,0,0,0,0,19901012,1990-10-12T00:00:00
19901013_0,0,0,0,0,19901013,1990-10-13T00:00:00
19901014_0,0,0,0,0,19901014,1990-10-14T00:00:00
19901015_0,16.4508934021,16.8236999512,16.4508934021,16.8236999512,19901015,1990-10-15T00:00:00
19901016_0,14.5428686142,15.018860817,14.5428686142,15.018860817,19901016,1990-10-16T00:00:00
19901017_0,0,0,0,0,19901017,1990-10-17T00:00:00
19901018_0,0,0,0,0,19901018,1990-10-18T00:00:00
19901019_0,0,0,0,0,19901019,1990-10-19T00:00:00
19901020_0,0,0,0,0,19901020,1990-10-20T00:00:00
19901021_0,0,0,0,0,19901021,1990-10-21T00:00:00
19901022_0,0,0,0,0,19901022,1990-10-22T00:00:00
19901023_0,0,0,0,0,19901023,1990-10-23T00:00:00
19901024_0,0,0,0,0,19901024,1990-10-24T00:00:00
19901025_0,4.5780210495,4.6678614616,4.5780210495,4.6678614616,19901025,1990-10-25T00:00:00
19901026_0,0,0,0,0,19901026,1990-10-26T00:00:00
19901027_0,5.3642325401,5.4686121941,5.3642325401,5.4686121941,19901027,1990-10-27T00:00:00
19901028_0,0,0,0,0,19901028,1990-10-28T00:00:00
19901029_0,0,0,0,0,19901029,1990-10-29T00:00:00
19901030_0,0,0,0,0,19901030,1990-10-30T00:00:00
19901031_0,0,0,0,0,19901031,1990-10-31T00:00:00
19901101_0,0,0,0,0,19901101,1990-11-01T00:00:00
19901102_0,0,0,0,0,19901102,1990-11-02T00:00:00
19901103_0,0,0,0,0,19901103,1990-11-03T00:00:00
19901104_0,0,0,0,0,19901104,1990-11-04T00:00:00
19901105_0,0,0,0,0,19901105,1990-11-05T00:00:00
19901106_0,4.9702415466,5.3036074638,4.9702415466,5.3036074638,19901106,1990-11-06T00:00:00
19901107_0,0,0,0,0,19901107,1990-11-07T00:00:00
19901108_0,0,0,0,0,19901108,1990-11-08T00:00:00
19901109_0,0,0,0,0,19901109,1990-11-09T00:00:00
19901110_0,0,0,0,0,19901110,1990-11-10T00:00:00
19901111_0,0,0,0,0,19901111,1990-11-11T00:00:00
19901112_0,0,0,0,0,19901112,1990-11-12T00:00:00
19901113_0,0,0,0,0,19901113,1990-11-13T00:00:00
19901114_0,0,0,0,0,19901114,1990-11-14T00:00:00
19901115_0,0,0,0,0,19901115,1990-11-15T00:00:00
19901116_0,0,0,0,0,19901116,1990-11-16T00:00:00
19901117_0,0,0,0,0,19901117,1990-11-17T00:00:00
19901118_0,0,0,0,0,19901118,1990-11-18T00:00:00
19901119_0,0,0,0,0,19901119,1990-11-19T00:00:00
19901120_0,0,0,0,0,19901120,1990-11-20T00:00:00
19901121_0,0,0,0,0,19901121,1990-11-21T00:00:00
19901122_0,0,0,0,0,19901122,1990-11-22T00:00:00
19901123_0,0,0,0,0,19901123,1990-11-23T00:00:00
19901124_0,0,0,0,0,19901124,1990-11-24T00:00:00
19901125_0,0,0,0,0,19901125,1990-11-25T00:00:00
19901126_0,0,0,0,0,19901126,1990-11-26T00:00:00
19901127_0,0,0,0,0,19901127,1990-11-27T00:00:00
19901128_0,0,0,0,0,19901128,1990-11-28T00:00:00
19901129_0,0,0,0,0,19901129,1990-11-29T00:00:00
19901130_0,2.9954502583,2.9942331314,2.9954502583,2.9942331314,19901130,1990-11-30T00:00:00
19901201_0,0,6.1412000656,0,6.1412000656,19901201,1990-12-01T00:00:00
19901202_0,0,5.0317211151,0,5.0317211151,19901202,1990-12-02T00:00:00
19901203_0,0,0,0,0,19901203,1990-12-03T00:00:00
19901204_0,0,0,0,0,19901204,1990-12-04T00:00:00
19901205_0,0,0,0,0,19901205,1990-12-05T00:00:00
19901206_0,0,0,0,0,19901206,1990-12-06T00:00:00
19901207_0,0,0,0,0,19901207,1990-12-07T00:00:00
19901208_0,0,0,0,0,19901208,1990-12-08T00:00:00
19901209_0,0,0,0,0,19901209,1990-12-09T00:00:00
19901210_0,0,0,0,0,19901210,1990-12-10T00:00:00
19901211_0,0,0,0,0,19901211,1990-12-11T00:00:00
19901212_0,0,0,0,0,19901212,1990-12-12T00:00:00
19901213_0,0,0,0,0,19901213,1990-12-13T00:00:00
19901214_0,0,0,0,0,19901214,1990-12-14T00:00:00
19901215_0,0,0,0,0,19901215,1990-12-15T00:00:00
19901216_0,0,0,0,0,19901216,1990-12-16T00:00:00
19901217_0,18.2927627563,0,18.2927627563,0,19901217,1990-12-17T00:00:00
19901218_0,0,0,0,0,19901218,1990-12-18T00:00:00
19901219_0,0,0,0,0,19901219,1990-12-19T00:00:00
19901220_0,0,0,0,0,19901220,1990-12-20T00:00:00
19901221_0,0,0,0,0,19901221,1990-12-21T00:00:00
19901222_0,0,0,0,0,19901222,1990-12-22T00:00:00
19901223_0,0,0,0,0,19901223,1990-12-23T00:00:00
19901224_0,0,0,0,0,19901224,1990-12-24T00:00:00
19901225_0,0,0,0,0,19901225,1990-12-25T00:00:00
19901226_0,0,0,0,0,19901226,1990-12-26T00:00:00
19901227_0,0,2.8518512249,0,2.8518512249,19901227,1990-12-27T00:00:00
19901228_0,0,0,0,0,19901228,1990-12-28T00:00:00
19901229_0,0,0,0,0,19901229,1990-12-29T00:00:00
19901230_0,0,0,0,0,19901230,1990-12-30T00:00:00
19901231_0,0,0,0,0,19901231,1990-12-31T00:00:00
19910101_0,0,0,0,0,19910101,1991-01-01T00:00:00
19910102_0,0,0,0,0,19910102,1991-01-02T00:00:00
19910103_0,28.2047386169,28.3844223022,28.2047386169,28.3844223022,19910103,1991-01-03T00:00:00
19910104_0,0,0,0,0,19910104,1991-01-04T00:00:00
19910105_0,0,0,0,0,19910105,1991-01-05T00:00:00
19910106_0,0,0,0,0,19910106,1991-01-06T00:00:00
19910107_0,0,0,0,0,19910107,1991-01-07T00:00:00
19910108_0,0,0,0,0,19910108,1991-01-08T00:00:00
19910109_0,0,0,0,0,19910109,1991-01-09T00:00:00
19910110_0,0,0,0,0,19910110,1991-01-10T00:00:00
19910111_0,0,0,0,0,19910111,1991-01-11T00:00:00
19910112_0,0,0,0,0,19910112,1991-01-12T00:00:00
19910113_0,0,0,0,0,19910113,1991-01-13T00:00:00
19910114_0,0,0,0,0,19910114,1991-01-14T00:00:00
19910115_0,0,0,0,0,19910115,1991-01-15T00:00:00
19910116_0,0,0,0,0,19910116,1991-01-16T00:00:00
19910117_0,0,0,0,0,19910117,1991-01-17T00:00:00
19910118_0,0,0,0,0,19910118,1991-01-18T00:00:00
19910119_0,0,0,0,0,19910119,1991-01-19T00:00:00
19910120_0,0,0,0,0,19910120,1991-01-20T00:00:00
19910121_0,0,0,0,0,19910121,1991-01-21T00:00:00
19910122_0,0,0,0,0,19910122,1991-01-22T00:00:00
19910123_0,0,0,0,0,19910123,1991-01-23T00:00:00
19910124_0,0,0,0,0,19910124,1991-01-24T00:00:00
19910125_0,0,0,0,0,19910125,1991-01-25T00:00:00
19910126_0,0,0,0,0,19910126,1991-01-26T00:00:00
19910127_0,0,0,0,0,19910127,1991-01-27T00:00:00
19910128_0,0,0,0,0,19910128,1991-01-28T00:00:00
19910129_0,0,0,0,0,19910129,1991-01-29T00:00:00
19910130_0,0,0,0,0,19910130,1991-01-30T00:00:00
19910131_0,0,0,0,0,19910131,1991-01-31T00:00:00
19910201_0,0,0,0,0,19910201,1991-02-01T00:00:00
19910202_0,0,0,0,0,19910202,1991-02-02T00:00:00
19910203_0,0,0,0,0,19910203,1991-02-03T00:00:00
19910204_0,0,0,0,0,19910204,1991-02-04T00:00:00
19910205_0,0,0,0,0,19910205,1991-02-05T00:00:00
19910206_0,0,0,0,0,19910206,1991-02-06T00:00:00
19910207_0,0,0,0,0,19910207,1991-02-07T00:00:00
19910208_0,0,0,0,0,19910208,1991-02-08T00:00:00
19910209_0,0,0,0,0,19910209,1991-02-09T00:00:00
19910210_0,0,0,0,0,19910210,1991-02-10T00:00:00
19910211_0,0,0,0,0,19910211,1991-02-11T00:00:00
19910212_0,0,0,0,0,19910212,1991-02-12T00:00:00
19910213_0,0,0,0,0,19910213,1991-02-13T00:00:00
19910214_0,0,0,0,0,19910214,1991-02-14T00:00:00
19910215_0,0,0,0,0,19910215,1991-02-15T00:00:00
19910216_0,0,0,0,0,19910216,1991-02-16T00:00:00
19910217_0,0,0,0,0,19910217,1991-02-17T00:00:00
19910218_0,0,0,0,0,19910218,1991-02-18T00:00:00
19910219_0,0,0,0,0,19910219,1991-02-19T00:00:00
19910220_0,0,0,0,0,19910220,1991-02-20T00:00:00
19910221_0,0,0,0,0,19910221,1991-02-21T00:00:00
19910222_0,0,0,0,0,19910222,1991-02-22T00:00:00
19910223_0,0,0,0,0,19910223,1991-02-23T00:00:00
19910224_0,0,0,0,0,19910224,1991-02-24T00:00:00
19910225_0,0,0,0,0,19910225,1991-02-25T00:00:00
19910226_0,0,0,0,0,19910226,1991-02-26T00:00:00
19910227_0,32.5687713623,33.6825714111,32.5687713623,33.6825714111,19910227,1991-02-27T00:00:00
19910228_0,32.5687713623,33.6825714111,32.5687713623,33.6825714111,19910228,1991-02-28T00:00:00
19910301_0,47.3613204956,65.6759109497,47.3613204956,65.6759109497,19910301,1991-03-01T00:00:00
19910302_0,0,0,0,0,19910302,1991-03-02T00:00:00
19910303_0,0,0,0,0,19910303,1991-03-03T00:00:00
19910304_0,0,0,0,0,19910304,1991-03-04T00:00:00
19910305_0,0,0,0,0,19910305,1991-03-05T00:00:00
19910306_0,28.0884361267,39.2121582031,28.0884361267,39.2121582031,19910306,1991-03-06T00:00:00
19910307_0,0,0,0,0,19910307,1991-03-07T00:00:00
19910308_0,0,0,0,0,19910308,1991-03-08T00:00:00
19910309_0,0,0,0,0,19910309,1991-03-09T00:00:00
19910310_0,0,0,0,0,19910310,1991-03-10T00:00:00
19910311_0,0,0,0,0,19910311,1991-03-11T00:00:00
19910312_0,0,0,0,0,19910312,1991-03-12T00:00:00
19910313_0,0,0,0,0,19910313,1991-03-13T00:00:00
19910314_0,0,0,0,0,19910314,1991-03-14T00:00:00
19910315_0,0,0,0,0,19910315,1991-03-15T00:00:00
19910316_0,0,0,0,0,19910316,1991-03-16T00:00:00
19910317_0,0,0,0,0,19910317,1991-03-17T00:00:00
19910318_0,0,0,0,0,19910318,1991-03-18T00:00:00
19910319_0,0,0,0,0,19910319,1991-03-19T00:00:00
19910320_0,0,0,0,0,19910320,1991-03-20T00:00:00
19910321_0,0,0,0,0,19910321,1991-03-21T00:00:00
19910322_0,0,0,0,0,19910322,1991-03-22T00:00:00
19910323_0,0,0,0,0,19910323,1991-03-23T00:00:00
19910324_0,44.0855560303,0,44.0855560303,0,19910324,1991-03-24T00:00:00
19910325_0,0,0,0,0,19910325,1991-03-25T00:00:00
19910326_0,22.6320438385,43.2816886902,22.6320438385,43.2816886902,19910326,1991-03-26T00:00:00
19910327_0,0,0,0,0,19910327,1991-03-27T00:00:00
19910328_0,0,0,0,0,19910328,1991-03-28T00:00:00
19910329_0,0,0,0,0,19910329,1991-03-29T00:00:00
19910330_0,0,0,0,0,19910330,1991-03-30T00:00:00
19910331_0,0,0,0,0,19910331,1991-03-31T00:00:00
19910401_0,32.9410896301,34.7131004333,32.9410896301,34.7131004333,19910401,1991-04-01T00:00:00
19910402_0,0,0,0,0,19910402,1991-04-02T00:00:00
19910403_0,0,0,0,0,19910403,1991-04-03T00:00:00
19910404_0,0,0,0,0,19910404,1991-04-04T00:00:00
19910405_0,0,0,0,0,19910405,1991-04-05T00:00:00
19910406_0,27.9298324585,0,27.9298324585,0,19910406,1991-04-06T00:00:00
19910407_0,27.9298324585,47.9691162109,27.9298324585,47.9691162109,19910407,1991-04-07T00:00:00
19910408_0,0,0,0,0,19910408,1991-04-08T00:00:00
19910409_0,0,0,0,0,19910409,1991-04-09T00:00:00
19910410_0,0,0,0,0,19910410,1991-04-10T00:00:00
19910411_0,0,0,0,0,19910411,1991-04-11T00:00:00
19910412_0,0,0,0,0,19910412,1991-04-12T00:00:00
19910413_0,0,0,0,0,19910413,1991-04-13T00:00:00
19910414_0,0,0,0,0,19910414,1991-04-14T00:00:00
19910415_0,0,0,0,0,19910415,1991-04-15T00:00:00
19910416_0,0,0,0,0,19910416,1991-04-16T00:00:00
19910417_0,0,0,0,0,19910417,1991-04-17T00:00:00
19910418_0,0,0,0,0,19910418,1991-04-18T00:00:00
19910419_0,0,0,0,0,19910419,1991-04-19T00:00:00
19910420_0,0,0,0,0,19910420,1991-04-20T00:00:00
19910421_0,0,0,0,0,19910421,1991-04-21T00:00:00
19910422_0,0,0,0,0,19910422,1991-04-22T00:00:00
19910423_0,34.4278411865,37.0958786011,34.4278411865,37.0958786011,19910423,1991-04-23T00:00:00
19910424_0,0,0,0,0,19910424,1991-04-24T00:00:00
19910425_0,0,0,0,0,19910425,1991-04-25T00:00:00
19910426_0,0,0,0,0,19910426,1991-04-26T00:00:00
19910427_0,0,0,0,0,19910427,1991-04-27T00:00:00
19910428_0,0,0,0,0,19910428,1991-04-28T00:00:00
19910429_0,30.5901489258,32.7353820801,30.5901489258,32.7353820801,19910429,1991-04-29T00:00:00
19910430_0,30.5901489258,32.7353820801,30.5901489258,32.7353820801,19910430,1991-04-30T00:00:00
19910501_0,0,0,0,0,19910501,1991-05-01T00:00:00
19910502_0,88.7798461914,61.0043983459,88.7798461914,61.0043983459,19910502,1991-05-02T00:00:00
19910503_0,88.7798461914,61.0043983459,88.7798461914,61.0043983459,19910503,1991-05-03T00:00:00
19910504_0,0,0,0,0,19910504,1991-05-04T00:00:00
19910505_0,0,0,0,0,19910505,1991-05-05T00:00:00
19910506_0,0,0,0,0,19910506,1991-05-06T00:00:00
19910507_0,0,178.5202178955,0,178.5202178955,19910507,1991-05-07T00:00:00
19910508_0,0,0,0,0,19910508,1991-05-08T00:00:00
19910509_0,0,0,0,0,19910509,1991-05-09T00:00:00
19910510_0,0,0,0,0,19910510,1991-05-10T00:00:00
19910511_0,216.0294799805,96.9495010376,216.0294799805,96.9495010376,19910511,1991-05-11T00:00:00
19910512_0,0,96.9495010376,0,96.9495010376,19910512,1991-05-12T00:00:00
19910513_0,0,0,0,0,19910513,1991-05-13T00:00:00
19910514_0,0,0,0,0,19910514,1991-05-14T00:00:00
19910515_0,0,0,0,0,19910515,1991-05-15T00:00:00
19910516_0,49.0833969116,0,49.0833969116,0,19910516,1991-05-16T00:00:00
19910517_0,0,0,0,0,19910517,1991-05-17T00:00:00
19910518_0,98.1667938232,79.8827590942,98.1667938232,79.8827590942,19910518,1991-05-18T00:00:00
19910519_0,0,0,0,0,19910519,1991-05-19T00:00:00
19910520_0,0,0,0,0,19910520,1991-05-20T00:00:00
19910521_0,0,0,0,0,19910521,1991-05-21T00:00:00
19910522_0,0,0,0,0,19910522,1991-05-22T00:00:00
19910523_0,0,0,0,0,19910523,1991-05-23T00:00:00
19910524_0,0,0,0,0,19910524,1991-05-24T00:00:00
19910525_0,0,0,0,0,19910525,1991-05-25T00:00:00
19910526_0,0,0,0,0,19910526,1991-05-26T00:00:00
19910527_0,0,0,0,0,19910527,1991-05-27T00:00:00
19910528_0,0,0,0,0,19910528,1991-05-28T00:00:00
19910529_0,0,0,0,0,19910529,1991-05-29T00:00:00
19910530_0,0,0,0,0,19910530,1991-05-30T00:00:00
19910531_0,0,0,0,0,19910531,1991-05-31T00:00:00
19910601_0,0,0,0,0,19910601,1991-06-01T00:00:00
19910602_0,0,0,0,0,19910602,1991-06-02T00:00:00
19910603_0,0,0,0,0,19910603,1991-06-03T00:00:00
19910604_0,0,0,0,0,19910604,1991-06-04T00:00:00
19910605_0,0,0,0,0,19910605,1991-06-05T00:00:00
19910606_0,0,0,0,0,19910606,1991-06-06T00:00:00
19910607_0,0,0,0,0,19910607,1991-06-07T00:00:00
19910608_0,0,0,0,0,19910608,1991-06-08T00:00:00
19910609_0,0,0,0,0,19910609,1991-06-09T00:00:00
19910610_0,0,0,0,0,19910610,1991-06-10T00:00:00
19910611_0,204.1929779053,219.4099731445,204.1929779053,219.4099731445,19910611,1991-06-11T00:00:00
19910612_0,68.0643234253,73.1366577148,68.0643234253,73.1366577148,19910612,1991-06-12T00:00:00
19910613_0,0,0,0,0,19910613,1991-06-13T00:00:00
19910614_0,0,0,0,0,19910614,1991-06-14T00:00:00
19910615_0,0,0,0,0,19910615,1991-06-15T00:00:00
19910616_0,276.2007446289,0,276.2007446289,0,19910616,1991-06-16T00:00:00
19910617_0,0,297.5451965332,0,297.5451965332,19910617,1991-06-17T00:00:00
19910618_0,0,0,0,0,19910618,1991-06-18T00:00:00
19910619_0,0,0,0,0,19910619,1991-06-19T00:00:00
19910620_0,0,0,0,0,19910620,1991-06-20T00:00:00
19910621_0,0,0,0,0,19910621,1991-06-21T00:00:00
19910622_0,0,0,0,0,19910622,1991-06-22T00:00:00
19910623_0,82.2717285156,115.2913665771,82.2717285156,115.2913665771,19910623,1991-06-23T00:00:00
19910624_0,164.5434570313,115.2913665771,164.5434570313,115.2913665771,19910624,1991-06-24T00:00:00
19910625_0,0,0,0,0,19910625,1991-06-25T00:00:00
19910626_0,0,0,0,0,19910626,1991-06-26T00:00:00
19910627_0,0,0,0,0,19910627,1991-06-27T00:00:00
19910628_0,0,0,0,0,19910628,1991-06-28T00:00:00
19910629_0,0,0,0,0,19910629,1991-06-29T00:00:00
19910630_0,0,0,0,0,19910630,1991-06-30T00:00:00
19910701_0,0,0,0,0,19910701,1991-07-01T00:00:00
19910702_0,77.7989273071,109.5049209595,77.7989273071,109.5049209595,19910702,1991-07-02T00:00:00
19910703_0,0,0,0,0,19910703,1991-07-03T00:00:00
19910704_0,0,0,0,0,19910704,1991-07-04T00:00:00
19910705_0,0,0,0,0,19910705,1991-07-05T00:00:00
19910706_0,0,0,0,0,19910706,1991-07-06T00:00:00
19910707_0,0,0,0,0,19910707,1991-07-07T00:00:00
19910708_0,105.6869430542,102.4504241943,105.6869430542,102.4504241943,19910708,1991-07-08T00:00:00
19910709_0,105.6869430542,102.4504241943,105.6869430542,102.4504241943,19910709,1991-07-09T00:00:00
19910710_0,105.6869430542,102.4504241943,105.6869430542,102.4504241943,19910710,1991-07-10T00:00:00
19910711_0,69.4638290405,63.1034202576,69.4638290405,63.1034202576,19910711,1991-07-11T00:00:00
19910712_0,69.4638290405,126.2068405151,69.4638290405,126.2068405151,19910712,1991-07-12T00:00:00
19910713_0,138.9276580811,126.2068405151,138.9276580811,126.2068405151,19910713,1991-07-13T00:00:00
19910714_0,69.4638290405,63.1034202576,69.4638290405,63.1034202576,19910714,1991-07-14T00:00:00
19910715_0,0,0,0,0,19910715,1991-07-15T00:00:00
19910716_0,0,0,0,0,19910716,1991-07-16T00:00:00
19910717_0,0,91.5016937256,0,91.5016937256,19910717,1991-07-17T00:00:00
19910718_0,0,0,0,0,19910718,1991-07-18T00:00:00
19910719_0,0,0,0,0,19910719,1991-07-19T00:00:00
19910720_0,130.4517974854,91.5016937256,130.4517974854,91.5016937256,19910720,1991-07-20T00:00:00
19910721_0,0,0,0,0,19910721,1991-07-21T00:00:00
19910722_0,0,0,0,0,19910722,1991-07-22T00:00:00
19910723_0,0,0,0,0,19910723,1991-07-23T00:00:00
19910724_0,0,0,0,0,19910724,1991-07-24T00:00:00
19910725_0,71.355758667,73.3995819092,71.355758667,73.3995819092,19910725,1991-07-25T00:00:00
19910726_0,0,0,0,0,19910726,1991-07-26T00:00:00
19910727_0,0,0,0,0,19910727,1991-07-27T00:00:00
19910728_0,0,0,0,0,19910728,1991-07-28T00:00:00
19910729_0,81.438369751,86.1139221191,81.438369751,86.1139221191,19910729,1991-07-29T00:00:00
19910730_0,0,43.0569610596,0,43.0569610596,19910730,1991-07-30T00:00:00
19910731_0,0,43.0569610596,0,43.0569610596,19910731,1991-07-31T00:00:00
19910801_0,157.7018890381,156.4869232178,157.7018890381,156.4869232178,19910801,1991-08-01T00:00:00
19910802_0,236.5528564453,234.7303771973,236.5528564453,234.7303771973,19910802,1991-08-02T00:00:00
19910803_0,0,0,0,0,19910803,1991-08-03T00:00:00
19910804_0,0,0,0,0,19910804,1991-08-04T00:00:00
19910805_0,0,0,0,0,19910805,1991-08-05T00:00:00
19910806_0,0,0,0,0,19910806,1991-08-06T00:00:00
19910807_0,0,163.7839202881,0,163.7839202881,19910807,1991-08-07T00:00:00
19910808_0,0,0,0,0,19910808,1991-08-08T00:00:00
19910809_0,0,0,0,0,19910809,1991-08-09T00:00:00
19910810_0,0,0,0,0,19910810,1991-08-10T00:00:00
19910811_0,0,0,0,0,19910811,1991-08-11T00:00:00
19910812_0,87.2055892944,87.1343154907,87.2055892944,87.1343154907,19910812,1991-08-12T00:00:00
19910813_0,0,0,0,0,19910813,1991-08-13T00:00:00
19910814_0,87.2055892944,87.1343154907,87.2055892944,87.1343154907,19910814,1991-08-14T00:00:00
19910815_0,0,0,0,0,19910815,1991-08-15T00:00:00
19910816_0,0,0,0,0,19910816,1991-08-16T00:00:00
19910817_0,0,0,0,0,19910817,1991-08-17T00:00:00
